id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team
136,0,0,32,0,30.6,4,0,5.8,18.2,167,0,0,0,0,0,12.0,0,1,0.13,0.04,0.17,3.54,2025-07-20T23:14:21.231102Z,,,502500,100,0,2.1,,0,Igor Thiago,0.0,False,,,,,1.1,Nascimento Rodrigues,,a,9,Thiago,356,31,306,29,318,34,351,31,581.0,47.0,335.0,32.0,,,,,,,4,5
137,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.233800Z,,,533710,403,0,1.0,,0,Iwan,0.0,False,,,,,0.0,Morgan,,a,0,Morgan,554,41,550,41,533,41,554,41,262.0,8.0,549.0,42.0,,,,,,,4,5
138,0,1,46,1,0.0,1,0,4.1,40.4,180,0,0,0,0,3,0.0,0,2,0.00,0.00,0.00,1.88,2025-07-20T23:14:21.236437Z,,,49262,416,0,2.3,,0,Jason,0.0,False,,,,,4.5,Steele,,a,9,Steele,337,27,481,61,458,48,357,27,125.0,44.0,19.0,2.0,,,,,,,1,6
139,1,6,366,7,10.0,58,0,85.8,849.8,3240,0,0,0,0,91,0.0,5,36,0.00,0.01,0.01,53.10,2025-07-20T23:14:21.239089Z,,,489639,365,0,2.3,,0,Bart,0.0,False,,,,,2.9,Verbruggen,,a,103,Verbruggen,18,5,347,15,506,62,156,6,227.0,57.0,139.0,21.0,,,,,,,1,6
140,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.241887Z,,,209288,660,0,1.0,,0,Tom,0.0,False,,,,,0.0,McGill,,a,0,McGill,411,45,400,35,367,20,411,45,25.0,16.0,411.0,43.0,,,,,,,1,6
141,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.244581Z,0.0,,472739,664,0,1.0,,0,Carl,0.0,False,Has joined Coventry City on loan for the rest of the season.,2025-07-25T14:54:18.206318Z,,,0.0,Rushworth,,u,0,Rushworth,442,57,432,48,401,33,442,57,61.0,29.0,442.0,55.0,,,,,,,1,6
142,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.247313Z,0.0,,240514,666,0,1.0,,0,Kjell,0.0,False,Has joined Union SG permanently,2025-07-25T14:53:26.961790Z,,,0.0,Scherpen,,u,0,Scherpen,419,48,409,39,377,24,419,48,35.0,20.0,419.0,46.0,,,,,,,1,6
143,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.250165Z,,,204120,464,0,1.9,,0,Olivier,0.0,False,,,,,0.0,Boscagli,,a,0,Boscagli,498,204,493,203,472,202,498,204,164.0,108.0,497.0,203.0,,,,,,,2,6
144,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.253200Z,,,550090,486,0,1.9,,0,Diego,0.0,False,,,,,0.0,Coppola,,a,0,Coppola,562,216,558,215,541,215,562,216,273.0,154.0,557.0,214.0,,,,,,,2,6
145,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.255964Z,,,465730,363,0,1.9,,0,Maxim,0.0,False,,,,,0.0,De Cuyper,,a,0,De Cuyper,524,211,520,210,500,210,524,211,218.0,140.0,523.0,210.0,,,,,,,2,6
146,1,0,223,4,115.7,42,0,66.9,425.4,2081,1,0,0,0,0,128.0,5,23,0.81,1.02,1.83,35.69,2025-07-20T23:14:21.258572Z,,,83299,394,0,1.9,,0,Lewis,0.0,False,,,,,1.8,Dunk,,a,44,Dunk,148,51,223,66,198,56,205,64,131.0,84.0,266.0,93.0,,,,,,,2,6
147,1,7,313,3,530.1,44,1,120.8,504.4,2399,0,0,0,0,0,173.0,5,26,1.09,2.43,3.52,39.85,2025-07-20T23:14:21.261203Z,0.0,,204214,372,0,1.9,,0,Pervis,0.0,False,Has joined AC Milan permanently,2025-07-24T10:14:09.955203Z,,,2.1,Estupiñán Tenorio,,u,63,Estupiñan,124,42,63,11,169,37,102,19,165.0,109.0,227.0,80.0,,,,,,,2,6
148,0,0,59,2,83.7,8,1,24.0,116.4,385,0,0,0,0,0,40.0,1,5,0.44,0.31,0.75,9.44,2025-07-20T23:14:21.263882Z,,,231416,421,0,1.9,,0,Ferdi,0.0,False,,,,,3.2,Kadıoğlu,,a,19,F.Kadıoğlu,294,105,249,87,272,97,295,106,184.0,124.0,118.0,29.0,,,,,,,2,6
149,0,0,113,1,54.7,17,0,24.9,189.6,959,0,0,0,0,0,4.0,4,10,0.05,0.25,0.30,17.21,2025-07-20T23:14:21.266471Z,50.0,,223434,497,0,1.9,,0,Igor Julio,0.0,False,Knock - 50% chance of playing,2025-08-10T18:00:05.419085Z,,,1.4,dos Santos de Paulo,,d,18,Igor,259,96,273,97,334,126,291,103,177.0,119.0,310.0,111.0,,,,,,,2,6
150,2,1,99,2,101.0,21,2,36.8,213.6,856,0,0,0,0,0,52.0,0,10,0.38,0.80,1.18,15.36,2025-07-20T23:14:21.269071Z,,,232792,433,0,1.9,,0,Tariq,0.0,False,,,,,2.8,Lamptey,,a,42,Lamptey,240,86,238,77,261,94,264,90,187.0,126.0,154.0,47.0,,,,,,,2,6
151,1,7,406,7,261.8,47,1,118.3,736.6,2960,0,0,0,1,0,182.0,6,33,1.32,1.41,2.73,44.67,2025-07-20T23:14:21.271677Z,,,469142,385,0,1.9,,0,Jan Paul,0.0,False,,,,,2.6,van Hecke,,a,87,Van Hecke,40,15,139,27,164,32,108,24,220.0,141.0,169.0,55.0,,,,,,,2,6
152,0,7,249,6,147.2,24,0,48.1,273.0,1694,0,0,0,0,0,59.0,5,19,0.47,1.31,1.78,24.83,2025-07-20T23:14:21.274323Z,,,111478,453,0,1.9,,0,Joël,0.0,False,,,,,2.8,Veltman,,a,59,Veltman,212,75,206,58,253,87,240,75,144.0,94.0,152.0,45.0,,,,,,,2,6
153,1,2,167,4,49.7,11,0,30.2,198.4,885,0,0,0,0,0,55.0,1,11,0.25,0.28,0.53,14.26,2025-07-20T23:14:21.276969Z,0.0,,110735,498,0,1.9,,0,Adam,0.0,False,Knee injury - Unknown return date,2025-08-08T14:30:04.202011Z,,,2.8,Webster,,i,39,Webster,253,95,278,101,259,92,284,101,143.0,93.0,151.0,44.0,,,,,,,2,6
154,0,0,-2,0,0.6,2,0,0.7,7.0,19,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.44,2025-07-20T23:14:21.279636Z,0.0,,439135,614,0,1.0,,0,Eiran,0.0,False,Has joined Birmingham on loan for the rest of the season.,2025-07-28T11:50:54.390347Z,,,0.5,Cashin,,u,1,Cashin,368,135,365,137,385,149,378,137,44.0,23.0,393.0,142.0,,,,,,,2,6
155,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.282240Z,,,589100,640,0,1.0,,0,Jacob,0.0,False,,,,,0.0,Slater,,a,0,Slater,482,194,473,193,449,191,482,194,113.0,70.0,482.0,193.0,,,,,,,2,6
156,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.284954Z,,,547720,645,0,1.0,,0,Charlie,0.0,False,,,,,0.0,Tasker,,a,0,Tasker,467,184,458,183,432,179,467,184,94.0,56.0,467.0,183.0,,,,,,,2,6
157,5,12,536,6,578.0,40,10,210.7,670.6,2597,0,0,0,0,0,856.0,1,28,9.19,4.03,13.22,37.05,2025-07-20T23:14:21.287714Z,,,451340,50,0,2.2,,0,Mitoma,0.0,False,,,,,4.0,Kaoru,,a,145,Mitoma,61,23,54,46,21,12,21,16,609.0,261.0,43.0,22.0,,,,,,,3,6
158,6,1,288,6,281.8,29,5,103.0,355.4,1651,0,0,0,0,0,404.0,2,19,4.57,1.67,6.24,27.90,2025-07-20T23:14:21.290696Z,,,463067,101,0,2.1,,0,Georginio,0.0,False,,,,,3.4,Rutter,,a,95,Georginio,177,83,132,92,77,54,128,78,576.0,239.0,106.0,52.0,,,,,,,3,6
159,0,0,25,0,59.6,3,0,10.1,24.0,161,0,0,0,0,0,18.0,2,1,0.09,0.32,0.41,2.82,2025-07-20T23:14:21.293370Z,25.0,,109345,108,0,2.1,,0,Solly,0.0,False,Knee injury - 25% chance of playing,2025-08-10T18:00:05.450301Z,,,0.9,March,,d,7,March,349,164,266,149,305,160,331,160,555.0,225.0,382.0,182.0,,,,,,,3,6
160,5,8,398,4,448.9,33,6,159.1,523.8,1831,0,0,0,0,0,615.0,6,20,4.13,4.99,9.12,28.41,2025-07-20T23:14:21.295992Z,,,592031,97,0,2.1,,0,Yankuba,0.0,False,,,,,3.2,Minteh,,a,102,Minteh,114,47,80,64,47,30,62,45,585.0,243.0,121.0,57.0,,,,,,,3,6
161,3,5,224,2,268.9,22,2,87.7,250.8,1155,0,0,0,0,0,362.0,3,14,2.82,1.32,4.14,22.10,2025-07-20T23:14:21.298679Z,0.0,,474120,169,0,2.0,,0,Julio,0.0,False,Knee injury - Expected back 18 Oct,2025-08-10T18:00:05.470138Z,,,2.4,Enciso Espínola,,i,59,Enciso,224,107,135,94,84,59,149,85,522.0,204.0,200.0,88.0,,,,,,,3,6
162,4,1,176,1,311.6,15,1,69.1,196.6,676,0,0,0,0,0,187.0,0,8,1.15,1.93,3.08,12.66,2025-07-20T23:14:21.301337Z,,,513433,179,0,2.0,,0,Brajan,0.0,False,,,,,2.1,Gruda,,a,45,Gruda,255,120,117,84,161,105,198,105,536.0,213.0,237.0,106.0,,,,,,,3,6
163,3,8,404,6,268.1,30,5,97.0,394.6,1839,0,0,0,0,0,304.0,5,22,2.74,1.50,4.24,30.09,2025-07-20T23:14:21.303972Z,,,532529,168,0,2.0,,0,Jack,0.0,False,,,,,3.4,Hinshelwood,,a,89,Hinshelwood,161,74,136,95,98,68,133,81,538.0,215.0,100.0,47.0,,,,,,,3,6
164,3,2,209,2,322.5,20,2,75.3,211.4,929,1,0,0,0,0,219.0,1,11,2.76,2.04,4.80,14.27,2025-07-20T23:14:21.306558Z,,,219249,175,0,2.0,,0,Matt,0.0,False,,,,,2.4,O'Riley,,a,50,O'Riley,243,117,111,79,137,90,184,99,492.0,186.0,197.0,85.0,,,,,,,3,6
165,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.309275Z,,,516211,206,0,2.0,,0,Abdallah,0.0,False,,,,,0.0,Sima,,a,0,Sima,663,295,663,295,661,293,663,295,537.0,214.0,647.0,290.0,,,,,,,3,6
166,1,3,358,7,507.5,28,2,111.7,363.2,1958,0,0,0,0,0,247.0,4,22,2.51,2.62,5.13,30.15,2025-07-20T23:14:21.311892Z,,,509416,276,0,1.5,,0,Yasin,0.0,False,,,,,2.2,Ayari,,a,74,Ayari,171,79,68,55,119,80,116,72,433.0,146.0,224.0,98.0,,,,,,,3,6
167,1,7,490,8,343.7,40,3,105.2,515.4,2660,0,0,0,1,0,193.0,6,31,3.10,1.21,4.31,39.54,2025-07-20T23:14:21.314539Z,,,535301,222,0,1.5,,0,Carlos,0.0,False,,,,,2.6,Baleba,,a,87,Baleba,118,50,103,74,159,104,125,75,438.0,150.0,172.0,73.0,,,,,,,3,6
168,2,6,299,2,415.8,33,5,114.7,415.8,1508,0,0,0,0,0,318.0,8,14,4.01,2.29,6.30,29.23,2025-07-20T23:14:21.317196Z,,,536916,264,0,1.5,,0,Facundo,0.0,False,,,,,2.4,Buonanotte,,a,75,Buonanotte,150,66,87,68,95,66,113,69,439.0,151.0,194.0,82.0,,,,,,,3,6
169,1,2,130,0,143.2,13,1,33.6,124.2,507,0,0,0,0,0,69.0,0,4,0.82,1.16,1.98,9.28,2025-07-20T23:14:21.320162Z,,,514254,326,0,1.5,,0,Diego,0.0,False,,,,,1.9,Gómez Amarilla,,a,30,Gomez,290,138,209,128,247,136,275,138,435.0,147.0,262.0,119.0,,,,,,,3,6
170,0,0,27,1,66.3,1,0,10.7,28.6,170,0,0,0,0,0,12.0,1,3,0.16,0.15,0.31,1.98,2025-07-20T23:14:21.322871Z,,,15157,298,0,1.5,,0,James,0.0,False,,,,,1.5,Milner,,a,6,Milner,344,160,264,147,317,165,329,159,320.0,79.0,304.0,142.0,,,,,,,3,6
171,0,0,3,0,0.8,0,0,0.1,0.2,8,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.325498Z,,,441192,337,0,1.5,,0,Jeremy,0.0,False,,,,,1.0,Sarmiento Morante,,a,1,Sarmiento,390,184,364,178,608,256,390,184,403.0,126.0,369.0,171.0,,,,,,,3,6
172,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.328088Z,50.0,,549074,322,0,1.5,,0,Tom,0.0,False,Knock - 50% chance of playing,2025-08-10T18:00:05.491553Z,,,0.0,Watson,,d,0,Watson,632,272,631,272,624,269,632,272,441.0,153.0,621.0,269.0,,,,,,,3,6
173,5,4,243,2,230.4,22,1,68.5,328.8,1003,0,0,0,0,0,129.0,6,10,0.80,1.00,1.80,18.89,2025-07-20T23:14:21.330811Z,,,467779,307,0,1.5,,0,Mats,0.0,False,,,,,2.1,Wieffer,,a,52,Wieffer,193,89,156,109,197,116,201,106,412.0,132.0,231.0,101.0,,,,,,,3,6
174,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.333952Z,,,611695,342,0,1.5,,0,Malick,0.0,False,,,,,0.0,Yalcouyé,,a,0,Yalcouye,640,278,639,278,632,275,640,278,451.0,162.0,628.0,275.0,,,,,,,3,6
175,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.336796Z,,,567121,499,0,1.0,,0,Joe,0.0,False,,,,,0.0,Knight,,a,0,Knight,574,234,570,234,553,227,574,234,286.0,59.0,568.0,235.0,,,,,,,3,6
176,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.339404Z,,,550141,534,0,1.0,,0,Adrian,0.0,False,,,,,0.0,Mazilu,,a,0,Mazilu,563,227,559,227,542,220,563,227,274.0,52.0,558.0,228.0,,,,,,,3,6
177,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.342440Z,,,513834,527,0,1.0,,0,Andrew,0.0,False,,,,,0.0,Moran,,a,0,Moran,547,216,543,216,525,208,547,216,252.0,37.0,542.0,217.0,,,,,,,3,6
178,5,21,484,7,331.3,37,10,155.8,550.2,2109,0,0,0,0,0,676.0,5,24,9.58,1.36,10.94,37.40,2025-07-20T23:14:21.345037Z,,,50175,47,0,2.2,,0,Danny,0.0,False,,,,,4.2,Welbeck,,a,125,Welbeck,106,11,108,11,40,15,65,14,586.0,49.0,33.0,8.0,,,,,,,4,6
179,0,2,97,1,68.5,9,1,25.0,80.0,385,0,0,0,0,0,104.0,0,3,1.13,0.66,1.79,6.39,2025-07-20T23:14:21.347885Z,0.0,,487117,145,0,1.8,,0,Evan,0.0,False,Has joined AS Roma on loan for the rest of the season,2025-07-24T10:13:22.396984Z,,,1.3,Ferguson,,u,28,Ferguson,315,27,261,25,217,28,290,27,528.0,40.0,325.0,29.0,,,,,,,4,6
180,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.351187Z,,,608181,181,0,1.8,,0,Stefanos,0.0,False,,,,,0.0,Tzimas,,a,0,Tzimas,667,67,667,67,666,67,667,67,549.0,43.0,651.0,66.0,,,,,,,4,6
181,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.354310Z,,,647850,238,0,1.4,,0,Charalampos,0.0,False,,,,,0.0,Kostoulas,,a,0,Kostoulas,643,61,643,61,636,61,643,61,456.0,31.0,631.0,61.0,,,,,,,4,6
182,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.357065Z,,,432720,225,0,2.6,,0,James,0.0,False,,,,,0.0,Trafford,,a,0,Trafford,615,80,612,79,604,75,615,80,395.0,69.0,606.0,74.0,,,,,,,1,13
183,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.359827Z,,,518030,482,0,1.8,,0,Max,0.0,False,,,,,0.0,Weiß,,a,0,Weiss,549,78,545,75,527,65,549,78,255.0,59.0,544.0,73.0,,,,,,,1,3
184,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.366502Z,,,489571,601,0,0.5,,0,Etienne,0.0,False,,,,,0.0,Green,,a,0,Green,449,60,439,51,409,37,449,60,69.0,33.0,449.0,58.0,,,,,,,1,3
185,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.369478Z,,,51943,598,0,0.5,,0,Václav,0.0,False,,,,,0.0,Hladký,,a,0,Hladký,392,31,379,19,345,4,392,31,2.0,2.0,396.0,32.0,,,,,,,1,3
186,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.372352Z,,,192290,477,0,1.4,,0,Connor,0.0,False,,,,,0.0,Roberts,,a,0,Roberts,496,203,490,202,469,201,496,203,159.0,104.0,496.0,202.0,,,,,,,2,3
187,0,0,63,0,147.7,21,0,33.5,157.4,966,0,0,0,0,0,29.0,3,9,0.12,1.34,1.46,19.26,2025-07-20T23:14:21.375268Z,,,58621,374,0,1.4,,0,Kyle,0.0,False,,,,,0.9,Walker,,a,13,Walker,272,100,204,56,292,106,276,96,127.0,82.0,379.0,134.0,,,,,,,2,3
188,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.378112Z,,,247245,590,0,0.5,,0,Hannes,0.0,False,,,,,0.0,Delcroix,,a,0,Delcroix,422,155,412,153,380,145,422,155,38.0,18.0,422.0,154.0,,,,,,,2,3
189,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.380887Z,0.0,,461567,620,0,0.5,,0,Owen,0.0,False,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,,,0.0,Dodgson,,u,0,Dodgson,435,164,425,162,394,155,435,164,53.0,29.0,435.0,163.0,,,,,,,2,3
190,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.383692Z,,,478969,631,0,0.5,,0,Hjalmar,0.0,False,,,,,0.0,Ekdal,,a,0,Ekdal,447,170,437,168,406,161,447,170,66.0,36.0,447.0,169.0,,,,,,,2,3
191,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.386445Z,,,477717,560,0,0.5,,0,Maxime,0.0,False,,,,,0.0,Estève,,a,0,Estève,446,169,436,167,405,160,446,169,65.0,35.0,446.0,168.0,,,,,,,2,3
192,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.389164Z,,,494960,603,0,0.5,,0,Quilindschy,0.0,False,,,,,0.0,Hartman,,a,0,Hartman,454,174,444,172,414,165,454,174,74.0,40.0,454.0,173.0,,,,,,,2,3
193,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.391901Z,25.0,,461188,594,0,0.5,,0,Bashir,0.0,False,Thigh injury - 25% chance of playing,2025-08-10T22:00:04.557380Z,,,0.0,Humphreys,,d,0,Humphreys,432,162,422,160,391,153,432,162,50.0,27.0,432.0,161.0,,,,,,,2,3
194,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.394681Z,,,241231,637,0,0.5,,0,Jordan,0.0,False,,,,,0.0,Beyer,,a,0,Jordan,420,153,410,151,378,143,420,153,36.0,16.0,420.0,152.0,,,,,,,2,3
195,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.397519Z,,,549329,624,0,0.5,,0,Lucas,0.0,False,,,,,0.0,Pires Silva,,a,0,Lucas Pires,470,187,461,186,435,182,470,187,97.0,59.0,470.0,186.0,,,,,,,2,3
196,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.400300Z,,,450072,649,0,0.5,,0,Shurandy,0.0,False,,,,,0.0,Sambo,,a,0,Sambo,431,161,421,159,390,152,431,161,49.0,26.0,431.0,160.0,,,,,,,2,3
197,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.403028Z,,,519895,648,0,0.5,,0,Oliver,0.0,False,,,,,0.0,Sonne,,a,0,Sonne,463,181,454,180,428,176,463,181,89.0,52.0,463.0,180.0,,,,,,,2,3
198,1,0,80,1,93.4,38,0,40.1,284.4,1710,1,0,0,1,0,25.0,3,20,0.21,0.26,0.47,32.01,2025-07-20T23:14:21.405792Z,,,180804,562,0,0.5,,0,Axel,0.0,False,,,,,1.2,Tuanzebe,,a,27,Tuanzebe,205,74,242,80,295,107,257,84,23.0,8.0,326.0,116.0,,,,,,,2,3
199,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.408569Z,,,208912,643,0,0.5,,0,Joe,0.0,False,,,,,0.0,Worrall,,a,0,Worrall,410,147,399,145,366,136,410,147,24.0,9.0,410.0,146.0,,,,,,,2,3
200,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.411292Z,,,444180,178,0,1.5,,0,Jaidon,0.0,False,,,,,0.0,Anthony,,a,0,Anthony,658,291,658,291,655,288,658,291,514.0,199.0,643.0,286.0,,,,,,,3,3
201,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.413924Z,,,183751,207,0,1.5,,0,Manuel,0.0,False,,,,,0.0,Benson Hedilazio,,a,0,Benson,647,284,647,284,644,281,647,284,477.0,176.0,634.0,280.0,,,,,,,3,3
202,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.416628Z,,,179458,197,0,1.5,,0,Jacob,0.0,False,,,,,0.0,Bruun Larsen,,a,0,Bruun Larsen,646,283,646,283,643,280,646,283,475.0,174.0,633.0,279.0,,,,,,,3,3
203,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.419392Z,,,578614,318,0,1.0,,0,Enock,0.0,False,,,,,0.0,Agyei,,a,0,Boateng,639,277,638,277,631,274,639,277,449.0,160.0,627.0,274.0,,,,,,,3,3
204,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.422052Z,,,250735,343,0,1.0,,0,Darko,0.0,False,,,,,0.0,Churlinov,,a,0,Churlinov,612,257,610,257,601,252,612,257,392.0,121.0,604.0,257.0,,,,,,,3,3
205,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.424676Z,,,172567,312,0,1.0,,0,Josh,0.0,False,,,,,0.0,Cullen,,a,0,Cullen,601,249,598,249,587,244,601,249,345.0,93.0,594.0,249.0,,,,,,,3,3
206,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.427313Z,,,174592,275,0,1.0,,0,Marcus,0.0,False,,,,,0.0,Edwards,,a,0,Edwards,602,250,599,250,588,245,602,250,347.0,94.0,595.0,250.0,,,,,,,3,3
207,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.430123Z,,,465527,277,0,1.0,,0,Hannibal,0.0,False,,,,,0.0,Mejbri,,a,0,Hannibal,622,263,620,262,613,259,622,263,410.0,130.0,613.0,262.0,,,,,,,3,3
208,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.432964Z,,,487702,314,0,1.0,,0,Luca,0.0,False,,,,,0.0,Koleosho,,a,0,Koleosho,627,268,626,268,619,265,627,268,422.0,138.0,617.0,266.0,,,,,,,3,3
209,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.435755Z,,,167887,336,0,1.0,,0,Josh,0.0,False,,,,,0.0,Laurent,,a,0,Laurent,600,248,597,248,586,243,600,248,341.0,91.0,593.0,248.0,,,,,,,3,3
210,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.438535Z,,,469272,340,0,1.0,,0,Loum,0.0,False,,,,,0.0,Tchaouna,,a,0,Tchaouna,624,265,622,264,615,261,624,265,413.0,133.0,614.0,263.0,,,,,,,3,3
