id,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team
285,0,0,14,0,25.0,3,0,8.0,5.0,141,0,0,0,0,0,50.0,0,1,0.39,0.07,0.46,3.72,2025-07-20T23:14:21.645309Z,,,199670,239,0,0.9,,0,Odsonne,0.0,False,,,,,1.2,Édouard,,a,7,Édouard,374,33,317,31,265,29,339,30,354.0,24.0,328.0,30.0,,,,,,,4,8
286,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.648015Z,,,576980,428,0,0.5,,0,Zach,0.0,False,,,,,0.0,Marsh,,a,0,Marsh,581,49,577,49,561,49,581,49,295.0,16.0,575.0,49.0,,,,,,,4,8
287,1,15,593,12,20.3,44,0,107.0,1052.0,3420,0,0,2,0,122,0.0,7,38,0.00,0.22,0.22,46.11,2025-07-20T23:14:21.650695Z,,,111234,118,0,4.5,,0,Jordan,0.0,False,,,,,4.2,Pickford,,a,158,Pickford,4,1,322,4,637,77,124,1,461.0,71.0,31.0,6.0,,,,,,,1,9
288,0,1,76,1,0.0,5,0,14.6,146.4,450,0,0,0,0,20,0.0,0,5,0.00,0.01,0.01,7.36,2025-07-20T23:14:21.657262Z,,,229600,451,0,2.8,,0,Mark,0.0,False,,,,,3.8,Travers,,a,19,Travers,279,23,500,67,479,56,317,23,182.0,52.0,57.0,10.0,,,,,,,1,9
289,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.660063Z,,,447325,658,0,1.5,,0,Harry,0.0,False,,,,,0.0,Tyrer,,a,0,Tyrer,430,51,420,42,389,27,430,51,48.0,23.0,430.0,49.0,,,,,,,1,9
290,1,3,420,9,57.7,28,0,81.3,624.6,2509,0,0,0,0,0,130.0,4,28,1.20,0.61,1.81,29.83,2025-07-20T23:14:21.662759Z,,,480455,137,0,3.8,,0,Jarrad,0.0,False,,,,,2.9,Branthwaite,,a,88,Branthwaite,76,26,268,94,196,55,165,50,524.0,207.0,145.0,42.0,,,,,,,2,9
291,1,8,468,10,188.8,38,1,126.9,859.0,2922,0,0,0,0,0,217.0,6,33,1.32,2.33,3.65,39.30,2025-07-20T23:14:21.665391Z,,,17761,125,0,3.8,,0,James,0.0,False,,,,,3.2,Tarkowski,,a,105,Tarkowski,16,5,182,41,139,23,95,16,457.0,191.0,120.0,31.0,,,,,,,2,9
292,3,9,467,11,428.5,39,1,115.2,621.4,3082,0,0,0,0,0,100.0,4,35,0.48,2.12,2.60,39.81,2025-07-20T23:14:21.668191Z,75.0,,224967,220,0,3.1,,0,Vitalii,0.0,False,Muscle injury - 75% chance of playing,2025-08-10T22:30:04.882407Z,,,3.5,Mykolenko,,d,121,Mykolenko,78,27,83,15,221,71,112,27,379.0,176.0,86.0,13.0,,,,,,,2,9
293,0,5,233,5,108.9,17,2,56.0,341.4,1568,0,0,0,0,0,109.0,5,17,0.77,0.31,1.08,18.63,2025-07-20T23:14:21.670831Z,,,512462,258,0,3.1,,0,Jake,0.0,False,,,,,3.2,O'Brien,,a,65,O'Brien,186,68,230,72,216,67,225,67,434.0,189.0,119.0,30.0,,,,,,,2,9
294,0,0,17,0,3.8,4,0,7.1,42.4,214,0,0,0,0,0,23.0,1,3,0.62,0.03,0.65,4.45,2025-07-20T23:14:21.673465Z,,,59949,481,0,2.4,,0,Séamus,0.0,False,,,,,1.0,Coleman,,a,5,Coleman,335,126,354,130,298,110,344,125,128.0,83.0,351.0,131.0,,,,,,,2,9
295,0,4,139,3,23.2,20,3,45.4,306.6,1046,0,0,0,0,0,123.0,5,11,0.61,0.02,0.63,19.16,2025-07-20T23:14:21.676154Z,,,106611,442,0,2.4,,0,Michael,0.0,False,,,,,3.4,Keane,,a,48,Keane,201,72,319,120,201,59,248,79,138.0,89.0,93.0,16.0,,,,,,,2,9
296,1,0,47,0,70.3,6,0,15.5,71.6,342,0,0,0,0,0,12.0,1,3,0.07,0.38,0.45,4.48,2025-07-20T23:14:21.678843Z,75.0,,243571,465,0,2.4,,0,Nathan,0.0,False,Hernia - 75% chance of playing,2025-08-10T22:30:04.898823Z,,,1.4,Patterson,,d,14,Patterson,318,117,260,90,316,119,316,114,193.0,131.0,313.0,114.0,,,,,,,2,9
297,0,0,0,0,0.3,4,0,1.6,15.4,90,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,2.43,2025-07-20T23:14:21.681474Z,,,496178,632,0,1.5,,0,Roman,0.0,False,,,,,0.0,Dixon,,a,0,Dixon,358,131,370,139,416,166,371,134,76.0,41.0,456.0,174.0,,,,,,,2,9
298,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.684138Z,,,474907,646,0,1.5,,0,Reece,0.0,False,,,,,0.0,Welch,,a,0,Welch,443,167,433,165,402,158,443,167,62.0,33.0,443.0,166.0,,,,,,,2,9
299,0,21,552,15,326.4,24,9,142.0,598.0,2426,0,0,0,0,0,493.0,3,29,6.23,1.36,7.59,29.01,2025-07-20T23:14:21.686827Z,,,440993,46,0,2.7,,0,Iliman,0.0,False,,,,,3.5,Ndiaye,,a,114,Ndiaye,90,38,110,78,62,42,81,56,605.0,258.0,92.0,46.0,,,,,,,3,9
300,8,9,401,5,631.8,24,4,123.3,392.0,1366,0,0,0,0,0,207.0,1,15,1.05,4.49,5.53,21.12,2025-07-20T23:14:21.689441Z,,,433154,94,0,2.6,,0,Dwight,0.0,False,,,,,4.4,McNeil,,a,93,McNeil,163,75,45,38,145,96,100,66,571.0,237.0,25.0,14.0,,,,,,,3,9
301,3,5,191,1,205.7,9,2,65.4,219.4,766,0,0,0,0,0,227.0,4,7,1.78,0.68,2.46,11.33,2025-07-20T23:14:21.692506Z,,,502697,163,0,2.5,,0,Carlos,0.0,False,,,,,2.8,Alcaraz Durán,,a,44,Alcaraz,235,112,171,117,132,88,206,109,533.0,210.0,161.0,69.0,,,,,,,3,9
302,3,5,505,12,327.2,39,0,96.6,522.0,3063,0,0,0,0,0,117.0,9,35,1.15,1.99,3.14,39.88,2025-07-20T23:14:21.695277Z,,,80801,182,0,2.5,,0,Idrissa Gana,0.0,False,,,,,2.4,Gueye,,a,89,Gana,116,49,109,77,208,120,135,82,459.0,167.0,195.0,83.0,,,,,,,3,9
303,1,0,244,5,248.2,19,0,60.4,264.8,1590,0,0,0,0,0,93.0,5,17,0.67,1.37,2.04,19.71,2025-07-20T23:14:21.697925Z,,,232928,301,0,2.0,,0,James,0.0,False,,,,,2.0,Garner,,a,42,Garner,215,103,148,102,228,126,219,116,384.0,115.0,247.0,111.0,,,,,,,3,9
304,1,0,82,0,40.9,16,0,19.6,122.2,562,0,0,0,0,0,32.0,4,5,0.23,0.14,0.37,12.25,2025-07-20T23:14:21.700603Z,,,490094,335,0,2.0,,0,Tim,0.0,False,,,,,1.2,Iroegbunam,,a,22,Iroegbunam,291,139,290,156,283,151,306,148,423.0,139.0,329.0,156.0,,,,,,,3,9
305,0,0,1,0,10.9,1,0,2.2,1.8,47,0,0,0,0,0,9.0,1,0,0.37,0.00,0.37,0.45,2025-07-20T23:14:21.703321Z,75.0,,609873,427,0,1.5,,0,Harrison,0.0,False,Thigh injury - 75% chance of playing,2025-08-10T22:30:04.915445Z,,,0.7,Armstrong,,d,2,Armstrong,388,183,340,172,322,167,364,172,312.0,74.0,391.0,184.0,,,,,,,3,9
306,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.706045Z,,,547801,526,0,1.5,,0,Callum,0.0,False,,,,,0.0,Bates,,a,0,Bates,561,226,557,226,540,219,561,226,272.0,51.0,556.0,227.0,,,,,,,3,9
307,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.708684Z,,,504296,543,0,1.5,,0,Coby,0.0,False,,,,,0.0,Ebere,,a,0,Ebere,546,215,541,215,523,207,546,215,249.0,36.0,541.0,216.0,,,,,,,3,9
308,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.711358Z,,,496279,541,0,1.5,,0,Isaac,0.0,False,,,,,0.0,Heath,,a,0,Heath,539,211,535,211,516,203,539,211,242.0,32.0,537.0,212.0,,,,,,,3,9
309,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.714060Z,0.0,,491557,533,0,1.5,,0,Jenson,0.0,False,Has joined Bradford City permanently.,2025-07-25T14:54:45.196473Z,,,0.0,Metcalfe,,u,0,Metcalfe,535,208,531,208,512,200,535,208,237.0,29.0,533.0,209.0,,,,,,,3,9
310,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.716689Z,,,586309,89,0,2.6,,0,Thierno,0.0,False,,,,,0.0,Barry,,a,0,Barry,673,70,673,70,672,70,673,70,584.0,48.0,655.0,68.0,,,,,,,4,9
311,0,11,295,4,163.9,24,8,119.5,373.2,1521,0,0,0,0,0,666.0,2,15,7.89,0.44,8.33,18.80,2025-07-20T23:14:21.719311Z,,,486385,117,0,2.3,,0,Norberto Bercique,0.0,False,,,,,2.9,Gomes Betuncal,,a,87,Beto,168,17,194,20,42,16,105,17,526.0,39.0,146.0,17.0,,,,,,,4,9
312,0,0,9,0,0.6,0,0,3.0,2.4,42,0,0,0,0,0,27.0,1,0,0.11,0.00,0.11,0.47,2025-07-20T23:14:21.722081Z,,,491012,271,0,1.9,,0,Youssef,0.0,False,,,,,0.8,Ramalho Chermiti,,a,3,Y.Chermiti,383,35,366,35,294,32,360,34,424.0,28.0,387.0,37.0,,,,,,,4,9
313,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.724763Z,,,536241,430,0,1.5,,0,Martin,0.0,False,,,,,0.0,Sherif,,a,0,Sherif,557,42,553,42,536,42,557,42,266.0,9.0,552.0,43.0,,,,,,,4,9
314,2,5,475,5,20.0,54,0,98.6,967.0,3420,0,0,1,0,110,0.0,5,38,0.00,0.03,0.03,47.75,2025-07-20T23:14:21.727347Z,,,80201,231,0,3.1,,0,Bernd,0.0,False,,,,,3.0,Leno,,a,115,Leno,8,2,324,6,579,66,130,2,325.0,60.0,132.0,19.0,,,,,,,1,10
315,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.730108Z,0.0,,428971,657,0,1.0,,0,Steven,0.0,False,Has joined Millwall on loan for the rest of the season.,2025-07-28T11:48:41.553663Z,,,0.0,Benda,,u,0,Benda,423,49,413,40,381,25,423,49,39.0,21.0,423.0,47.0,,,,,,,1,10
316,10,8,507,5,723.4,49,0,185.5,922.2,3166,0,0,0,0,0,206.0,8,35,0.70,4.17,4.87,44.79,2025-07-20T23:14:21.732795Z,0.0,,169528,217,0,2.6,,0,Antonee,0.0,False,Knee injury - Unknown return date,2025-08-10T22:30:04.932084Z,,,2.9,Robinson,,i,106,Robinson,14,4,31,2,147,24,48,4,343.0,165.0,141.0,40.0,,,,,,,2,10
317,0,3,306,4,99.0,47,0,95.0,687.6,2673,1,0,0,1,0,162.0,7,30,1.04,0.57,1.61,37.85,2025-07-20T23:14:21.735440Z,,,174874,405,0,1.9,,0,Joachim,0.0,False,,,,,1.7,Andersen,,a,51,Andersen,53,20,239,78,174,41,137,34,157.0,102.0,280.0,98.0,,,,,,,2,10
318,0,0,390,5,96.7,47,1,84.1,587.2,3074,0,0,0,0,0,157.0,7,34,1.02,0.42,1.44,39.22,2025-07-20T23:14:21.738093Z,,,232892,417,0,1.9,,0,Calvin,0.0,False,,,,,2.1,Bassey,,a,75,Bassey,95,31,240,79,180,47,159,46,189.0,128.0,229.0,82.0,,,,,,,2,10
319,1,0,205,3,163.6,28,0,64.9,360.4,1642,0,0,0,0,0,123.0,1,17,0.38,0.56,0.94,22.39,2025-07-20T23:14:21.740770Z,,,166477,468,0,1.9,,0,Timothy,0.0,False,,,,,1.9,Castagne,,a,46,Castagne,172,60,196,50,202,60,209,66,154.0,100.0,253.0,88.0,,,,,,,2,10
320,0,0,146,1,44.7,19,0,38.3,257.6,1334,1,0,0,0,0,83.0,2,15,0.51,0.07,0.58,19.98,2025-07-20T23:14:21.743361Z,,,219924,503,0,1.9,,0,Issa,0.0,False,,,,,1.5,Diop,,a,31,Diop,219,78,286,105,235,77,263,89,172.0,116.0,299.0,106.0,,,,,,,2,10
321,0,0,38,0,2.3,8,0,8.6,81.2,349,0,0,0,0,0,4.0,0,4,0.02,0.01,0.03,8.99,2025-07-20T23:14:21.746041Z,,,246301,521,0,1.9,,0,Jorge,0.0,False,,,,,1.1,Cuenca Barreno,,a,9,J.Cuenca,313,116,357,132,335,127,335,122,195.0,133.0,333.0,118.0,,,,,,,2,10
322,2,0,207,3,192.2,26,0,73.1,381.2,1773,0,0,0,0,0,158.0,5,21,1.37,0.65,2.02,25.50,2025-07-20T23:14:21.748601Z,,,167074,472,0,1.9,,0,Kenny,0.0,False,,,,,2.2,Tete,,a,49,Tete,167,57,179,40,177,44,190,59,155.0,101.0,215.0,75.0,,,,,,,2,10
323,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.751323Z,,,591385,636,0,1.0,,0,Samuel,0.0,False,,,,,0.0,Amissah,,a,0,Amissah,483,195,474,194,451,193,483,195,115.0,72.0,483.0,194.0,,,,,,,2,10
324,6,16,704,6,922.4,45,9,243.0,806.8,2981,0,0,0,0,0,699.0,1,35,4.33,6.90,11.23,38.06,2025-07-20T23:14:21.754070Z,,,153133,62,0,2.2,,0,Alex,0.0,False,,,,,4.1,Iwobi,,a,156,Iwobi,27,6,11,10,36,22,11,8,591.0,247.0,37.0,20.0,,,,,,,3,10
325,3,15,449,7,422.3,28,6,124.4,433.8,2036,0,0,0,0,0,386.0,3,25,4.45,2.04,6.49,25.35,2025-07-20T23:14:21.756770Z,,,209289,96,0,2.1,,0,Emile,0.0,False,,,,,3.4,Smith Rowe,,a,114,Smith Rowe,143,63,86,67,82,57,98,64,565.0,233.0,103.0,50.0,,,,,,,3,10
326,8,8,384,3,632.1,28,2,144.6,385.4,1756,0,0,0,0,0,426.0,3,18,4.11,4.61,8.72,25.17,2025-07-20T23:14:21.759465Z,,,159533,162,0,2.0,,0,Adama,0.0,False,,,,,2.6,Traoré Diarra,,a,95,Adama,165,77,44,37,72,49,77,54,472.0,173.0,174.0,74.0,,,,,,,3,10
327,6,2,355,5,868.3,32,2,149.0,326.6,2004,0,1,0,0,0,300.0,8,25,4.24,4.63,8.87,27.35,2025-07-20T23:14:21.762168Z,,,156689,158,0,2.0,,0,Andreas,0.0,False,,,,,2.5,Hoelgebaum Pereira,,a,81,Andreas,195,91,12,11,102,71,73,51,471.0,172.0,186.0,79.0,,,,,,,3,10
328,2,5,137,1,158.8,10,4,67.1,284.0,574,0,0,0,0,0,227.0,1,7,1.64,1.12,2.76,8.20,2025-07-20T23:14:21.764847Z,75.0,,184349,167,0,2.0,,0,Ryan,0.0,False,Muscle injury - 75% chance of playing,2025-08-10T22:30:04.948639Z,,,3.6,Sessegnon,,d,57,Sessegnon,206,97,200,126,131,87,204,108,478.0,177.0,75.0,36.0,,,,,,,3,10
329,2,6,329,2,310.2,21,6,107.8,334.6,1148,0,0,0,0,0,440.0,2,12,4.19,1.17,5.36,16.22,2025-07-20T23:14:21.767427Z,,,153682,172,0,2.0,,0,Harry,0.0,False,,,,,3.1,Wilson,,a,78,Wilson,192,88,119,85,69,48,122,74,469.0,171.0,128.0,61.0,,,,,,,3,10
330,0,2,334,4,285.7,35,0,65.1,314.4,2221,0,0,0,0,0,51.0,6,26,0.45,0.63,1.08,30.81,2025-07-20T23:14:21.770221Z,,,207189,299,0,1.5,,0,Sander,0.0,False,,,,,1.7,Berge,,a,53,Berge,199,94,127,88,262,140,207,110,362.0,103.0,283.0,129.0,,,,,,,3,10
331,0,0,192,1,213.8,12,2,47.2,163.8,610,0,0,0,1,0,94.0,3,3,0.73,1.14,1.87,9.59,2025-07-20T23:14:21.772927Z,,,76357,333,0,1.5,,0,Tom,0.0,False,,,,,1.3,Cairney,,a,33,Cairney,270,126,164,114,227,125,245,127,322.0,81.0,322.0,152.0,,,,,,,3,10
332,2,1,354,4,455.1,37,0,91.0,335.6,2348,0,0,0,0,0,119.0,12,28,1.16,1.40,2.56,33.02,2025-07-20T23:14:21.775520Z,,,212314,319,0,1.5,,0,Saša,0.0,False,,,,,1.9,Lukić,,a,56,Lukić,190,86,78,62,205,118,144,83,367.0,107.0,258.0,116.0,,,,,,,3,10
333,0,0,4,0,12.0,0,0,3.0,3.4,21,0,0,0,0,0,14.0,0,0,0.00,0.07,0.07,0.15,2025-07-20T23:14:21.778252Z,,,573062,517,0,1.0,,0,Martial,0.0,False,,,,,1.0,Godo,,a,2,Godo,379,178,337,171,313,164,359,170,288.0,61.0,361.0,164.0,,,,,,,3,10
334,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.780927Z,0.0,,515024,494,0,1.0,,0,Luke,0.0,False,Has joined Oxford United on loan for the rest of the season.,2025-07-28T11:48:41.571901Z,,,0.0,Harris,,u,0,Harris,548,217,544,217,526,209,548,217,253.0,38.0,543.0,218.0,,,,,,,3,10
335,0,0,30,1,45.7,0,0,11.2,26.2,126,0,0,0,0,0,38.0,0,1,0.28,0.67,0.95,0.74,2025-07-20T23:14:21.783626Z,,,577725,463,0,1.0,,0,Josh,0.0,False,,,,,1.2,King,,a,10,King,347,163,283,153,274,146,325,155,296.0,64.0,327.0,155.0,,,,,,,3,10
336,0,0,36,0,20.6,3,0,7.1,18.6,100,0,0,0,0,0,33.0,2,0,0.23,0.09,0.32,4.62,2025-07-20T23:14:21.786267Z,,,153366,438,0,1.0,,0,Harrison,0.0,False,,,,,0.8,Reed,,a,10,Reed,354,166,321,167,279,149,345,165,152.0,3.0,385.0,183.0,,,,,,,3,10
337,3,26,539,7,372.2,37,12,199.7,612.8,2486,0,0,0,0,0,1018.0,4,30,11.97,2.07,14.04,33.49,2025-07-20T23:14:21.788964Z,,,102057,56,0,2.2,,0,Raúl,0.0,False,,,,,3.9,Jiménez Rodríguez,,a,147,Raúl,83,9,97,6,10,6,31,7,588.0,50.0,52.0,15.0,,,,,,,4,10
338,1,14,349,2,95.3,17,8,95.4,352.4,943,0,0,0,0,0,508.0,1,8,5.91,0.20,6.11,15.28,2025-07-20T23:14:21.791619Z,,,244042,132,0,1.8,,0,Rodrigo,0.0,False,,,,,2.8,Muniz Carvalho,,a,86,Muniz,179,18,241,24,59,18,136,18,501.0,36.0,160.0,18.0,,,,,,,4,10
339,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.794331Z,,,437495,380,0,1.8,,0,Illan,0.0,False,,,,,0.0,Meslier,,a,0,Meslier,508,73,504,69,484,58,508,73,198.0,54.0,507.0,70.0,,,,,,,1,11
340,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.800997Z,,,97846,605,0,0.5,,0,Alex,0.0,False,,,,,0.0,Cairns,,a,0,Cairns,398,37,387,27,353,12,398,37,11.0,9.0,401.0,37.0,,,,,,,1,11
341,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.803888Z,,,59735,559,0,0.5,,0,Karl,0.0,False,,,,,0.0,Darlow,,a,0,Darlow,393,32,380,20,346,5,393,32,4.0,3.0,397.0,33.0,,,,,,,1,11
342,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.806557Z,75.0,,226182,387,0,1.4,,0,Jayden,0.0,False,Hip injury - 75% chance of playing,2025-08-10T23:00:06.436528Z,,,0.0,Bogle,,d,0,Bogle,504,209,499,208,478,207,504,209,179.0,121.0,503.0,208.0,,,,,,,2,11
343,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.809422Z,,,222694,413,0,1.4,,0,Pascal,0.0,False,,,,,0.0,Struijk,,a,0,Struijk,502,207,497,206,476,205,502,207,176.0,118.0,501.0,206.0,,,,,,,2,11
344,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.812601Z,0.0,,434752,644,0,0.0,,0,Jaka,0.0,False,Suspended until 23 Aug,2025-07-21T10:00:04.901206Z,,,0.0,Bijol,,s,0,Bijol,425,157,415,155,383,147,425,157,41.0,20.0,425.0,156.0,,,,,,,2,11
345,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.815641Z,75.0,,437738,608,0,0.5,,0,Sebastiaan,0.0,False,Calf injury - 75% chance of playing,2025-08-10T23:00:06.493026Z,,,0.0,Bornauw,,d,0,Bornauw,426,158,416,156,384,148,426,158,43.0,22.0,426.0,157.0,,,,,,,2,11
346,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.818445Z,,,113564,602,0,0.5,,0,Sam,0.0,False,,,,,0.0,Byram,,a,0,Byram,402,144,391,142,357,132,402,144,14.0,4.0,403.0,143.0,,,,,,,2,11
347,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.821202Z,,,243526,569,0,0.5,,0,Gabriel,0.0,False,,,,,0.0,Gudmundsson,,a,0,Gudmundsson,421,154,411,152,379,144,421,154,37.0,17.0,421.0,153.0,,,,,,,2,11
348,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.823957Z,,,214225,568,0,0.5,,0,Joe,0.0,False,,,,,0.0,Rodon,,a,0,Rodon,412,148,401,146,368,137,412,148,26.0,10.0,412.0,147.0,,,,,,,2,11
349,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.826634Z,,,492368,616,0,0.5,,0,Isaac,0.0,False,,,,,0.0,Schmidt,,a,0,Schmidt,453,173,443,171,413,164,453,173,73.0,39.0,453.0,172.0,,,,,,,2,11
350,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.829366Z,,,427637,187,0,1.5,,0,Brenden,0.0,False,,,,,0.0,Aaronson,,a,0,Aaronson,652,288,652,288,649,285,652,288,503.0,192.0,638.0,283.0,,,,,,,3,11
351,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.832071Z,,,492859,144,0,1.5,,0,Wilfried,0.0,False,,,,,0.0,Gnonto,,a,0,Gnonto,661,294,661,294,659,292,661,294,530.0,208.0,646.0,289.0,,,,,,,3,11
352,3,4,291,7,527.7,27,1,108.6,277.0,2068,0,0,0,0,0,288.0,0,24,3.54,3.12,6.66,31.23,2025-07-20T23:14:21.834816Z,,,221399,170,0,1.5,,0,Jack,0.0,False,,,,,2.4,Harrison,,a,81,Harrison,211,102,64,51,106,73,120,73,493.0,187.0,198.0,86.0,,,,,,,3,11
353,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.837419Z,,,200617,143,0,1.5,,0,Daniel,0.0,False,,,,,0.0,James,,a,0,James,648,285,648,285,645,282,648,285,481.0,179.0,635.0,281.0,,,,,,,3,11
354,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.840167Z,,,199598,285,0,1.0,,0,Ethan,0.0,False,,,,,0.0,Ampadu,,a,0,Ampadu,604,251,602,251,591,246,604,251,353.0,97.0,597.0,251.0,,,,,,,3,11
355,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.842976Z,,,248937,293,0,1.0,,0,Sam,0.0,False,,,,,0.0,Greenwood,,a,0,Greenwood,611,256,609,256,600,251,611,256,389.0,119.0,603.0,256.0,,,,,,,3,11
356,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.846178Z,,,486520,309,0,1.0,,0,Ilia,0.0,False,,,,,0.0,Gruev,,a,0,Gruev,626,267,625,267,618,264,626,267,421.0,137.0,616.0,265.0,,,,,,,3,11
357,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.849198Z,,,433952,291,0,1.0,,0,Largie,0.0,False,,,,,0.0,Ramazani,,a,0,Ramazani,616,259,613,258,605,254,616,259,397.0,123.0,607.0,258.0,,,,,,,3,11
358,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.851882Z,,,248056,250,0,1.0,,0,Tanaka,0.0,False,,,,,0.0,Ao,,a,0,Tanaka,610,255,608,255,599,250,610,255,388.0,118.0,602.0,255.0,,,,,,,3,11
359,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2025-07-20T23:14:21.854579Z,0.0,,536119,505,0,0.5,,0,Charlie,0.0,False,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,,,0.0,Crew,,u,0,Crew,556,222,552,222,535,215,556,222,265.0,45.0,551.0,223.0,,,,,,,3,11
